track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,station,date,time,length,tot_score,avg_score,viewed,user_labeled,label
111,KBUF20160116_130554_V06,23,-0.348,328.608498,268.30,40.251106,-78.56,43.091140,20125.552969,KBUF,20160116,130554,2,-0.366,-0.183,true,false,non-roost
139,KBUF20160119_124351_V06,2,-0.079,254.600000,261.45,12.500000,-79.02,43.121773,6250.000000,KBUF,20160119,124351,2,-0.192,-0.096,true,false,non-roost
139,KBUF20160119_125343_V06,12,-0.113,254.930630,262.54,23.695883,-79.01,43.116868,11847.941360,KBUF,20160119,125343,2,-0.192,-0.096,true,false,non-roost
141,KBUF20160120_123030_V06,-10,-0.222,251.700000,262.60,12.300000,-79.03,43.116553,6150.000000,KBUF,20160120,123030,2,-0.66,-0.33,true,false,non-roost
141,KBUF20160120_124022_V06,0,-0.438,252.065905,261.90,26.042963,-79.03,43.119726,13021.481678,KBUF,20160120,124022,2,-0.66,-0.33,true,false,non-roost
169,KBUF20160124_122139_V06,-16,0.052,237.400000,269.25,24.800000,-79.12,43.086363,12400.000000,KBUF,20160124,122139,1,0.052,0.052,true,true,other-roost
170-172,KBUF20160124_122503_V06,-12,0.130,245.300000,259.95,23.400000,-79.07,43.128371,11700.000000,KBUF,20160124,122503,4,-0.322,-0.0805,true,false,non-roost
170-172,KBUF20160124_122827_V06,-9,-0.060,244.946134,258.43,29.809305,-79.08,43.135222,14904.652687,KBUF,20160124,122827,4,-0.322,-0.0805,true,false,non-roost
170-172,KBUF20160124_123151_V06,-6,0.009,235.150000,247.25,31.050000,-79.14,43.185328,15525.000000,KBUF,20160124,123151,4,-0.322,-0.0805,true,false,non-roost
170-172,KBUF20160124_123515_V06,-2,-0.401,234.448690,246.87,39.707642,-79.14,43.187043,19853.820961,KBUF,20160124,123515,4,-0.322,-0.0805,true,false,non-roost
231,KBUF20160130_121853_V06,-14,0.213,231.350000,275.60,23.450000,-79.16,43.057654,11725.000000,KBUF,20160130,121853,1,0.213,0.213,true,false,non-roost
233,KBUF20160130_122610_V06,-6,-0.190,239.600000,247.65,23.200000,-79.11,43.183620,11600.000000,KBUF,20160130,122610,2,-0.6699999999999999,-0.33499999999999996,true,false,non-roost
233,KBUF20160130_122949_V06,-3,-0.480,240.249038,246.99,30.001923,-79.10,43.186586,15000.961538,KBUF,20160130,122949,2,-0.6699999999999999,-0.33499999999999996,true,false,non-roost
234,KBUF20160130_122949_V06,-3,-0.194,355.100000,234.90,12.200000,-78.40,43.241103,6100.000000,KBUF,20160130,122949,2,-0.612,-0.306,true,false,non-roost
234,KBUF20160130_123326_V06,1,-0.418,353.996818,233.72,20.836066,-78.40,43.246421,10418.032787,KBUF,20160130,123326,2,-0.612,-0.306,true,false,non-roost
239,KBUF20160201_120914_V06,-21,0.020,366.300000,267.10,19.200000,-78.33,43.095961,9600.000000,KBUF,20160201,120914,1,0.02,0.02,true,false,non-roost
241,KBUF20160202_121048_V06,-19,0.548,229.050000,276.40,16.750000,-79.17,43.054000,8375.000000,KBUF,20160202,121048,2,1.1480000000000001,0.5740000000000001,true,true,other-roost
241,KBUF20160202_122038_V06,-9,0.600,234.993508,258.57,26.813238,-79.14,43.134381,13406.618887,KBUF,20160202,122038,2,1.1480000000000001,0.5740000000000001,true,true,other-roost
243,KBUF20160202_122038_V06,-9,0.200,352.650000,248.25,23.450000,-78.41,43.181064,11725.000000,KBUF,20160202,122038,2,0.554,0.277,true,true,other-roost
243,KBUF20160202_123029_V06,1,0.354,350.397394,247.23,26.861387,-78.43,43.185693,13430.693665,KBUF,20160202,123029,2,0.554,0.277,true,true,other-roost
249,KBUF20160203_121801_V06,-10,0.164,260.950000,253.65,13.250000,-78.98,43.156966,6625.000000,KBUF,20160203,121801,1,0.164,0.164,true,false,non-roost
280,KBUF20160205_122521_V06,0,-0.018,348.900000,238.95,11.700000,-78.44,43.222982,5850.000000,KBUF,20160205,122521,1,-0.018,-0.018,true,false,non-roost
285,KBUF20160207_120240_V06,-21,0.511,356.950000,266.00,14.850000,-78.39,43.101101,7425.000000,KBUF,20160207,120240,1,0.511,0.511,true,false,non-roost
287,KBUF20160207_122219_V06,-1,0.546,354.600000,236.20,12.200000,-78.40,43.235261,6100.000000,KBUF,20160207,122219,1,0.546,0.546,true,false,non-roost
292,KBUF20160208_122346_V06,1,0.566,348.150000,237.50,11.650000,-78.44,43.229520,5825.000000,KBUF,20160208,122346,2,1.116,0.558,true,true,other-roost
292,KBUF20160208_123334_V06,11,0.550,354.240982,236.53,16.231804,-78.40,43.233795,8115.901836,KBUF,20160208,123334,2,1.116,0.558,true,true,other-roost
317,KBUF20160209_120541_V06,-16,0.166,237.350000,268.95,23.350000,-79.12,43.087712,11675.000000,KBUF,20160209,120541,1,0.166,0.166,true,false,non-roost
332,KBUF20160209_122011_V06,-1,0.132,236.450000,245.20,30.350000,-79.13,43.194582,15175.000000,KBUF,20160209,122011,1,0.132,0.132,true,false,non-roost
335,KBUF20160209_122349_V06,2,-0.068,328.100000,303.30,21.600000,-78.56,42.933628,10800.000000,KBUF,20160209,122349,2,-0.175,-0.0875,true,false,non-roost
335,KBUF20160209_122727_V06,6,-0.107,329.181258,303.03,29.156225,-78.56,42.934851,14578.112713,KBUF,20160209,122727,2,-0.175,-0.0875,true,false,non-roost
367,KBUF20160212_115458_V06,-23,-0.324,251.350000,262.25,12.250000,-79.04,43.118123,6125.000000,KBUF,20160212,115458,3,-1.4689999999999999,-0.48966666666666664,true,false,non-roost
367,KBUF20160212_115835_V06,-19,-0.564,250.155014,262.17,20.792804,-79.04,43.118471,10396.402043,KBUF,20160212,115835,3,-1.4689999999999999,-0.48966666666666664,true,false,non-roost
367,KBUF20160212_120212_V06,-15,-0.581,249.171614,261.46,27.398889,-79.05,43.121652,13699.444723,KBUF,20160212,120212,3,-1.4689999999999999,-0.48966666666666664,true,false,non-roost
377,KBUF20160214_120813_V06,-6,-0.227,246.400000,262.95,12.200000,-79.07,43.114889,6100.000000,KBUF,20160214,120813,2,-0.742,-0.371,true,false,non-roost
377,KBUF20160214_121802_V06,4,-0.515,249.606406,261.17,26.778546,-79.05,43.122947,13389.273005,KBUF,20160214,121802,2,-0.742,-0.371,true,false,non-roost
397,KBUF20160218_115127_V06,-17,0.080,286.350000,373.25,16.150000,-78.82,42.618888,8075.000000,KBUF,20160218,115127,1,0.08,0.08,true,false,non-roost
398,KBUF20160218_120116_V06,-7,0.529,347.750000,244.00,12.550000,-78.44,43.200272,6275.000000,KBUF,20160218,120116,1,0.529,0.529,true,false,non-roost
406,KBUF20160221_114435_V06,-20,-0.104,363.000000,267.00,10.300000,-78.35,43.096481,5150.000000,KBUF,20160221,114435,3,-1.081,-0.36033333333333334,true,false,non-roost
406,KBUF20160221_115425_V06,-10,-0.478,354.953886,254.34,23.157513,-78.40,43.153613,11578.756477,KBUF,20160221,115425,3,-1.081,-0.36033333333333334,true,false,non-roost
406,KBUF20160221_120413_V06,0,-0.499,358.975992,247.88,25.398341,-78.37,43.182611,12699.170732,KBUF,20160221,120413,3,-1.081,-0.36033333333333334,true,false,non-roost
408,KBUF20160221_122353_V06,19,0.061,244.750000,419.90,8.650000,-79.07,42.408446,4325.000000,KBUF,20160221,122353,1,0.061,0.061,true,false,non-roost
410,KBUF20160222_114506_V06,-17,0.614,356.150000,265.30,23.550000,-78.39,43.104266,11775.000000,KBUF,20160222,114506,1,0.614,0.614,true,false,non-roost
414,KBUF20160223_115558_V06,-6,-0.031,229.150000,277.35,22.950000,-79.17,43.049727,11475.000000,KBUF,20160223,115558,2,-0.46799999999999997,-0.23399999999999999,true,false,non-roost
414,KBUF20160223_120547_V06,4,-0.437,237.736000,268.76,35.534000,-79.12,43.088557,17767.000000,KBUF,20160223,120547,2,-0.46799999999999997,-0.23399999999999999,true,false,non-roost
423,KBUF20160225_114855_V06,-10,0.399,235.550000,278.95,21.750000,-79.13,43.042668,10875.000000,KBUF,20160225,114855,2,0.785,0.3925,true,true,other-roost
423,KBUF20160225_115234_V06,-6,0.386,236.570161,275.71,28.247581,-79.13,43.057262,14123.790323,KBUF,20160225,115234,2,0.785,0.3925,true,true,other-roost
453,KBUF20160228_114301_V06,-10,0.411,237.600000,261.20,23.600000,-79.12,43.122597,11800.000000,KBUF,20160228,114301,1,0.411,0.411,true,false,non-roost
458,KBUF20160228_122218_V06,29,0.227,253.200000,261.15,12.100000,-79.02,43.123102,6050.000000,KBUF,20160228,122218,2,0.187,0.0935,true,false,non-roost
458,KBUF20160228_123208_V06,39,-0.040,252.115839,261.80,24.572238,-79.03,43.120158,12286.119229,KBUF,20160228,123208,2,0.187,0.0935,true,false,non-roost
468,KBUF20160229_120831_V06,17,-0.275,253.050000,262.80,15.650000,-79.03,43.115674,7825.000000,KBUF,20160229,120831,3,-0.8350000000000001,-0.2783333333333334,true,false,non-roost
468,KBUF20160229_121159_V06,20,0.000,253.050000,262.80,23.750000,-79.03,43.115674,11875.000000,KBUF,20160229,121159,3,-0.8350000000000001,-0.2783333333333334,true,false,non-roost
468,KBUF20160229_121525_V06,24,-0.560,256.628179,265.78,27.844674,-79.00,43.102330,13922.336770,KBUF,20160229,121525,3,-0.8350000000000001,-0.2783333333333334,true,false,non-roost
473,KBUF20160301_113123_V06,-19,0.342,357.950000,269.10,12.950000,-78.38,43.087130,6475.000000,KBUF,20160301,113123,1,0.342,0.342,true,false,non-roost
479,KBUF20160302_114528_V06,-3,-0.023,222.450000,276.80,23.850000,-79.21,43.052039,11925.000000,KBUF,20160302,114528,2,-0.133,-0.0665,true,false,non-roost
479,KBUF20160302_114905_V06,1,-0.110,224.691509,276.87,31.495283,-79.20,43.051784,15747.641509,KBUF,20160302,114905,2,-0.133,-0.0665,true,false,non-roost
485,KBUF20160303_113023_V06,-16,-0.089,286.050000,373.30,16.250000,-78.82,42.618661,8125.000000,KBUF,20160303,113023,1,-0.089,-0.089,true,false,non-roost
486,KBUF20160303_115002_V06,4,0.383,252.850000,261.25,15.750000,-79.03,43.122647,7875.000000,KBUF,20160303,115002,1,0.383,0.383,true,false,non-roost
488,KBUF20160303_120942_V06,23,-0.230,253.450000,261.55,12.650000,-79.02,43.121306,6325.000000,KBUF,20160303,120942,3,-1.092,-0.36400000000000005,true,false,non-roost
488,KBUF20160303_121930_V06,33,-0.341,253.764540,261.74,24.614985,-79.02,43.120461,12307.492582,KBUF,20160303,121930,3,-1.092,-0.36400000000000005,true,false,non-roost
488,KBUF20160303_122920_V06,43,-0.521,262.889670,269.69,29.134411,-78.96,43.084799,14567.205670,KBUF,20160303,122920,3,-1.092,-0.36400000000000005,true,false,non-roost
489,KBUF20160304_114538_V06,0,-0.128,346.800000,243.50,16.200000,-78.45,43.202538,8100.000000,KBUF,20160304,114538,1,-0.128,-0.128,true,false,non-roost
490,KBUF20160304_115233_V06,7,-0.236,253.800000,261.10,12.400000,-79.02,43.123337,6200.000000,KBUF,20160304,115233,2,-0.721,-0.3605,true,false,non-roost
490,KBUF20160304_115600_V06,11,-0.485,253.476173,261.16,20.933211,-79.02,43.123058,10466.605336,KBUF,20160304,115600,2,-0.721,-0.3605,true,false,non-roost
495,KBUF20160305_113351_V06,-10,-0.089,230.000000,269.95,23.400000,-79.17,43.083051,11700.000000,KBUF,20160305,113351,2,-0.401,-0.2005,true,false,non-roost
495,KBUF20160305_113730_V06,-6,-0.312,230.626653,269.51,32.118616,-79.16,43.085030,16059.308240,KBUF,20160305,113730,2,-0.401,-0.2005,true,false,non-roost
499,KBUF20160305_114445_V06,1,-0.052,347.950000,237.50,11.850000,-78.44,43.229523,5925.000000,KBUF,20160305,114445,2,-0.316,-0.158,true,false,non-roost
499,KBUF20160305_114823_V06,5,-0.264,348.065668,237.23,20.220978,-78.44,43.230718,10110.488959,KBUF,20160305,114823,2,-0.316,-0.158,true,false,non-roost
502,KBUF20160305_114823_V06,5,0.053,253.050000,266.70,8.950000,-79.03,43.098122,4475.000000,KBUF,20160305,114823,2,0.164,0.082,true,true,other-roost
502,KBUF20160305_115202_V06,9,0.111,253.068581,264.88,18.133446,-79.03,43.106317,9066.722973,KBUF,20160305,115202,2,0.164,0.082,true,true,other-roost
504,KBUF20160306_112420_V06,-17,0.020,228.200000,276.90,8.600000,-79.18,43.051730,4300.000000,KBUF,20160306,112420,1,0.02,0.02,true,false,non-roost
505,KBUF20160306_114359_V06,2,0.034,348.450000,244.20,9.350000,-78.44,43.199361,4675.000000,KBUF,20160306,114359,2,-0.33899999999999997,-0.16949999999999998,true,false,non-roost
505,KBUF20160306_115349_V06,12,-0.373,357.144261,239.81,23.510488,-78.39,43.218956,11755.243779,KBUF,20160306,115349,2,-0.33899999999999997,-0.16949999999999998,true,false,non-roost
507,KBUF20160306_114359_V06,2,0.059,301.950000,218.05,12.150000,-78.72,43.317437,6075.000000,KBUF,20160306,114359,1,0.059,0.059,true,false,non-roost
510,KBUF20160307_112829_V06,-11,0.327,238.850000,262.95,24.550000,-79.11,43.114746,12275.000000,KBUF,20160307,112829,1,0.327,0.327,true,false,non-roost
550,KBUF20160311_111451_V06,-19,-0.108,370.500000,268.00,17.000000,-78.30,43.091816,8500.000000,KBUF,20160311,111451,1,-0.108,-0.108,true,false,non-roost
551,KBUF20160312_120109_V06,30,0.263,76.600000,324.60,8.800000,-80.10,42.829728,4400.000000,KBUF,20160312,120109,1,0.263,0.263,true,false,non-roost
552,KBUF20160313_110745_V06,-22,-0.130,346.700000,261.50,24.300000,-78.45,43.121529,12150.000000,KBUF,20160313,110745,1,-0.13,-0.13,true,false,non-roost
571,KBUF20160314_114447_V06,17,0.165,264.300000,412.05,37.200000,-78.95,42.444068,18600.000000,KBUF,20160314,114447,4,0.156,0.039,true,true,non-roost
571,KBUF20160314_114927_V06,22,0.195,269.327831,414.43,49.658733,-78.92,42.433409,24829.366603,KBUF,20160314,114927,4,0.156,0.039,true,true,non-roost
571,KBUF20160314_115406_V06,27,0.000,273.382534,416.35,62.319002,-78.90,42.424807,31159.500960,KBUF,20160314,115406,4,0.156,0.039,true,true,non-roost
571,KBUF20160314_115840_V06,31,-0.204,279.502904,418.81,60.332868,-78.86,42.413793,30166.433960,KBUF,20160314,115840,4,0.156,0.039,true,true,non-roost
578,KBUF20160315_110938_V06,-17,0.132,301.550000,376.55,26.550000,-78.73,42.604064,13275.000000,KBUF,20160315,110938,6,0.386,0.06433333333333334,true,true,non-roost
578,KBUF20160315_111316_V06,-13,0.132,301.015154,374.86,36.957780,-78.73,42.611688,18478.889789,KBUF,20160315,111316,6,0.386,0.06433333333333334,true,true,non-roost
578,KBUF20160315_111653_V06,-10,0.000,300.723420,373.93,44.843841,-78.73,42.615846,22421.920583,KBUF,20160315,111653,6,0.386,0.06433333333333334,true,true,non-roost
578,KBUF20160315_112030_V06,-6,0.120,301.258570,381.85,54.167812,-78.73,42.580230,27083.905869,KBUF,20160315,112030,6,0.386,0.06433333333333334,true,true,non-roost
578,KBUF20160315_112421_V06,-2,0.068,306.125582,382.77,56.712226,-78.70,42.576058,28356.113143,KBUF,20160315,112421,6,0.386,0.06433333333333334,true,true,non-roost
578,KBUF20160315_112811_V06,2,-0.066,311.965730,383.44,57.629482,-78.66,42.573026,28814.741050,KBUF,20160315,112811,6,0.386,0.06433333333333334,true,true,non-roost
605,KBUF20160318_110850_V06,-12,0.088,251.300000,266.45,12.200000,-79.04,43.099219,6100.000000,KBUF,20160318,110850,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_111225_V06,-8,0.000,251.300000,266.45,23.000000,-79.04,43.099219,11500.000000,KBUF,20160318,111225,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_111600_V06,-4,0.000,251.300000,266.45,33.800000,-79.04,43.099219,16900.000000,KBUF,20160318,111600,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_112800_V06,8,0.000,251.300000,266.45,66.200000,-79.04,43.099219,33100.000000,KBUF,20160318,112800,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_134134_V06,141,0.020,395.022614,134.23,61.119393,-78.15,43.693173,30559.696556,KBUF,20160318,134134,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_134630_V06,146,0.189,399.533207,139.17,67.864493,-78.12,43.670789,33932.246749,KBUF,20160318,134630,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_135127_V06,151,0.053,395.934021,144.54,66.433093,-78.14,43.646736,33216.546564,KBUF,20160318,135127,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_135623_V06,156,-0.008,397.807453,144.41,63.635945,-78.13,43.647267,31817.972419,KBUF,20160318,135623,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_140119_V06,161,0.079,398.254075,148.48,64.948825,-78.13,43.628905,32474.412490,KBUF,20160318,140119,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_140617_V06,166,0.031,397.727407,157.43,63.468698,-78.13,43.588649,31734.349152,KBUF,20160318,140617,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_141113_V06,171,-0.061,402.455141,156.76,60.737698,-78.10,43.591512,30368.849067,KBUF,20160318,141113,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
605,KBUF20160318_141609_V06,176,0.055,404.288227,161.71,57.861590,-78.09,43.569194,28930.795196,KBUF,20160318,141609,12,0.44599999999999995,0.03716666666666666,true,true,non-roost
616,KBUF20160321_111032_V06,-5,-0.248,261.150000,261.55,12.250000,-78.98,43.121414,6125.000000,KBUF,20160321,111032,2,-0.641,-0.3205,true,false,non-roost
616,KBUF20160321_111405_V06,-1,-0.393,260.946923,261.73,20.658205,-78.98,43.120599,10329.102564,KBUF,20160321,111405,2,-0.641,-0.3205,true,false,non-roost
639,KBUF20160325_110900_V06,1,0.022,314.700000,298.35,12.300000,-78.65,42.956001,6150.000000,KBUF,20160325,110900,1,0.022,0.022,true,false,non-roost
648,KBUF20160328_111509_V06,12,-0.117,233.800000,149.75,36.500000,-79.15,43.624083,18250.000000,KBUF,20160328,111509,1,-0.117,-0.117,true,false,non-roost
655,KBUF20160329_105415_V06,-7,0.059,315.200000,308.25,16.300000,-78.64,42.911441,8150.000000,KBUF,20160329,105415,1,0.059,0.059,true,false,non-roost
659,KBUF20160330_103105_V06,-28,0.153,244.100000,412.95,12.600000,-79.08,42.439717,6300.000000,KBUF,20160330,103105,2,0.505,0.2525,true,true,non-roost
659,KBUF20160330_104054_V06,-19,0.352,240.260524,421.94,29.432008,-79.10,42.399194,14716.003880,KBUF,20160330,104054,2,0.505,0.2525,true,true,non-roost
661,KBUF20160401_104821_V06,-8,-0.117,310.550000,297.20,12.250000,-78.67,42.961194,6125.000000,KBUF,20160401,104821,3,-0.685,-0.22833333333333336,true,false,non-roost
661,KBUF20160401_105144_V06,-5,-0.136,311.495486,297.44,18.433475,-78.67,42.960098,9216.737649,KBUF,20160401,105144,3,-0.685,-0.22833333333333336,true,false,non-roost
661,KBUF20160401_105508_V06,-1,-0.432,314.251571,300.87,24.584628,-78.65,42.944642,12292.314010,KBUF,20160401,105508,3,-0.685,-0.22833333333333336,true,false,non-roost
667,KBUF20160402_104446_V06,-10,-0.277,308.500000,297.85,15.500000,-78.68,42.958275,7750.000000,KBUF,20160402,104446,2,-0.864,-0.432,true,false,non-roost
667,KBUF20160402_104808_V06,-6,-0.587,308.901528,297.46,26.066553,-78.68,42.960039,13033.276740,KBUF,20160402,104808,2,-0.864,-0.432,true,false,non-roost
675-676,KBUF20160403_105528_V06,3,0.072,252.700000,267.15,8.700000,-79.03,43.096091,4350.000000,KBUF,20160403,105528,4,0.14799999999999996,0.03699999999999999,true,true,non-roost
675-676,KBUF20160403_105905_V06,7,0.028,255.138144,264.69,17.061856,-79.01,43.107186,8530.927835,KBUF,20160403,105905,4,0.14799999999999996,0.03699999999999999,true,true,non-roost
